state,state_code,organization_name,office_type,address,city,zip_code,phone,email,website,services_offered,languages_spoken,appointment_required,walk_in_hours,notes
Minnesota,MN,VVA Minnesota State Council,State HQ,PO Box 421,Lino Lakes,55014,(651) 481-8387,vvaminnesota@gmail.com,https://vvamn.org,"Benefits, Agent Orange, PTSD","English, Hmong",Yes,By appointment,Vietnam veterans services
Minnesota,MN,Minnesota Department of Veterans Affairs,State Agency,20 West 12th Street Suite 206C,St. Paul,55155,(651) 296-2562,info@mdva.state.mn.us,https://mn.gov/mdva,"State benefits, Claims, Healthcare, Cemetery","English, Somali, Hmong",Yes,Mon-Fri 8:00-4:30,State veterans department
Mississippi,MS,VFW Department of Mississippi,State HQ,209 Crescent Street,Jackson,39209,(601) 354-8387,office@vfwms.org,https://vfwms.org,"Claims assistance, Benefits counseling, Employment services",English,No,Mon-Fri 8:00-4:30,State headquarters
Mississippi,MS,American Legion Department of Mississippi,State HQ,1026 Northside Drive,Jackson,39211,(601) 366-1950,info@msal.org,https://www.msal.org,"VA claims, Employment, Community",English,Yes,By appointment,State service office
Mississippi,MS,DAV Mississippi Department,State HQ,1755 Lelia Drive Suite 101,Jackson,39216,(601) 364-7200,davmississippi@gmail.com,https://davms.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Mississippi,MS,AMVETS Mississippi Department,State HQ,PO Box 320542,Jackson,39232,(601) 948-2998,amvetsms@gmail.com,https://amvetsms.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Mississippi,MS,VFW Post 5660 Gulfport,Local Post,1601 31st Avenue,Gulfport,39501,(228) 863-5660,vfwpost5660@gmail.com,https://vfwpost5660.org,"Local support, VA referrals",English,No,Mon-Sat 11:00-9:00,Gulf Coast
Mississippi,MS,American Legion Post 1 Jackson,Local Post,219 Bierdeman Road,Pearl,39208,(601) 939-1001,alpost1jackson@gmail.com,https://jacksonpost1.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital area
Mississippi,MS,DAV Biloxi Chapter,Regional Office,400 Veterans Avenue,Biloxi,39531,(228) 523-8387,davbiloxi@gmail.com,https://davbiloxi.org,"VA claims, Medical transport",English,Yes,Tue-Thu 9:00-3:00,Mississippi Gulf Coast
Mississippi,MS,VFW Post 2618 Hattiesburg,Local Post,309 East Pine Street,Hattiesburg,39401,(601) 582-2618,vfwpost2618@yahoo.com,https://vfwpost2618.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,South Mississippi
Mississippi,MS,VVA Mississippi State Council,State HQ,PO Box 13144,Jackson,39236,(601) 373-8387,vvamississippi@gmail.com,https://vvams.org,"Benefits, Agent Orange, PTSD",English,Yes,By appointment,Vietnam veterans services
Mississippi,MS,Mississippi Veterans Affairs Board,State Agency,3460 Highway 80 East,Pearl,39208,(601) 576-4850,mail@vab.ms.gov,https://www.vab.ms.gov,"State benefits, Claims, Healthcare",English,Yes,Mon-Fri 8:00-5:00,State veterans office
Missouri,MO,VFW Department of Missouri,State HQ,3401 Knipp Drive,Jefferson City,65109,(573) 636-8761,office@movfw.org,https://movfw.org,"Claims assistance, Benefits counseling, Employment services",English,No,Mon-Fri 8:00-4:30,State headquarters
Missouri,MO,American Legion Department of Missouri,State HQ,2405 Emerald Lane,Jefferson City,65109,(573) 893-2353,info@missourilegion.org,https://www.missourilegion.org,"VA claims, Employment, Community",English,Yes,By appointment,State service office
Missouri,MO,DAV Missouri Department,State HQ,7900 Bonhomme Avenue,Clayton,63105,(314) 725-2100,davmissouri@gmail.com,https://davmo.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Missouri,MO,AMVETS Missouri Department,State HQ,PO Box 104417,Jefferson City,65110,(573) 636-2888,amvetsmo@gmail.com,https://amvetsmo.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Missouri,MO,VFW Post 8540 St. Louis,Local Post,4222 Meramec Street,St. Louis,63116,(314) 832-8540,vfwpost8540@gmail.com,https://vfwpost8540.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,St. Louis area
Missouri,MO,American Legion Post 249 Kansas City,Local Post,406 West 34th Street,Kansas City,64111,(816) 561-0249,alpost249kc@gmail.com,https://kcpost249.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Metro Kansas City
Missouri,MO,DAV Springfield Chapter,Regional Office,1702 East Pythian Street,Springfield,65802,(417) 881-8387,davspringfield@gmail.com,https://davspringfield.org,"VA claims, Medical transport",English,Yes,Tue-Thu 9:00-3:00,Southwest Missouri
Missouri,MO,VFW Post 5987 Columbia,Local Post,1509 North Providence Road,Columbia,65202,(573) 449-5987,vfwpost5987@yahoo.com,https://vfwpost5987.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Mid-Missouri
Missouri,MO,VVA Missouri State Council,State HQ,PO Box 104533,Jefferson City,65110,(573) 635-8387,vvamissouri@gmail.com,https://vvamo.org,"Benefits, Agent Orange, PTSD",English,Yes,By appointment,Vietnam veterans services
Missouri,MO,Missouri Veterans Commission,State Agency,205 Jefferson Street 12th Floor,Jefferson City,65101,(573) 751-3779,mvc@mvc.dps.mo.gov,https://mvc.dps.mo.gov,"State benefits, Claims, Cemetery, Homes",English,Yes,Mon-Fri 8:00-5:00,State veterans commission
Montana,MT,VFW Department of Montana,State HQ,1118 9th Avenue,Helena,59601,(406) 442-9280,office@vfwmontana.org,https://vfwmontana.org,"Claims assistance, Benefits counseling, Employment services","English, Native American",No,Mon-Fri 8:00-4:30,State headquarters
Montana,MT,American Legion Department of Montana,State HQ,1123 North Last Chance Gulch,Helena,59601,(406) 442-7300,info@mtlegion.org,https://www.mtlegion.org,"VA claims, Employment, Community","English, Native American",Yes,By appointment,State service office
Montana,MT,DAV Montana Department,State HQ,1911 11th Avenue Suite 100,Helena,59601,(406) 443-3940,davmontana@gmail.com,https://davmontana.org,"VA claims, Benefits assistance","English, Native American",No,Mon-Fri 8:00-4:00,Free claims assistance
Montana,MT,AMVETS Montana Department,State HQ,PO Box 3388,Great Falls,59403,(406) 761-2998,amvetsmt@gmail.com,https://amvetsmt.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Montana,MT,VFW Post 665 Billings,Local Post,1120 North 27th Street,Billings,59101,(406) 252-7107,vfwpost665@gmail.com,https://vfwpost665.org,"Local support, VA referrals",English,No,Mon-Sat 11:00-9:00,Eastern Montana
Montana,MT,American Legion Post 2 Missoula,Local Post,3220 South Russell Street,Missoula,59801,(406) 728-9343,alpost2missoula@gmail.com,https://missoulapost2.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Western Montana
Montana,MT,DAV Great Falls Chapter,Regional Office,1911 11th Avenue,Helena,59601,(406) 727-8387,davgreatfalls@gmail.com,https://davgreatfalls.org,"VA claims, Medical transport","English, Native American",Yes,Tue-Thu 9:00-3:00,North central Montana
Montana,MT,VFW Post 209 Butte,Local Post,118 West Granite Street,Butte,59701,(406) 723-2209,vfwpost209@yahoo.com,https://vfwpost209.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Mining City
Montana,MT,VVA Montana State Council,State HQ,PO Box 20073,Billings,59104,(406) 256-8387,vvamontana@gmail.com,https://vvamont.org,"Benefits, Agent Orange, PTSD","English, Native American",Yes,By appointment,Vietnam veterans services
Montana,MT,Montana Department of Military Affairs Veterans Affairs Division,State Agency,1956 Mount Majo Street,Fort Harrison,59636,(406) 324-3740,montanaveterans@mt.gov,https://montanaveterans.mt.gov,"State benefits, Claims, Cemetery","English, Native American",Yes,Mon-Fri 8:00-5:00,State veterans division
Nebraska,NE,VFW Department of Nebraska,State HQ,742 Road D,Ralston,68127,(402) 896-5511,office@vfwne.org,https://vfwne.org,"Claims assistance, Benefits counseling, Employment services",English,No,Mon-Fri 8:00-4:30,State headquarters
Nebraska,NE,American Legion Department of Nebraska,State HQ,PO Box 5205,Lincoln,68505,(402) 464-6338,info@nebraskalegion.net,https://www.nebraskalegion.net,"VA claims, Employment, Community",English,Yes,By appointment,State service office
Nebraska,NE,DAV Nebraska Department,State HQ,2702 South 87th Avenue,Omaha,68124,(402) 391-1705,davnebraska@gmail.com,https://davne.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Nebraska,NE,AMVETS Nebraska Department,State HQ,PO Box 6051,Lincoln,68506,(402) 489-2998,amvetsne@gmail.com,https://amvetsne.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Nebraska,NE,VFW Post 2503 Omaha,Local Post,4024 South 84th Street,Omaha,68127,(402) 339-2503,vfwpost2503@gmail.com,https://vfwpost2503.org,"Local support, VA referrals","English, Spanish",No,Mon-Sat 11:00-9:00,Metro Omaha
Nebraska,NE,American Legion Post 3 Lincoln,Local Post,1040 O Street,Lincoln,68508,(402) 477-8653,alpost3lincoln@gmail.com,https://lincolnpost3.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital location
Nebraska,NE,DAV Grand Island Chapter,Regional Office,611 West 4th Street,Grand Island,68801,(308) 382-8387,davgrandisland@gmail.com,https://davgrandisland.org,"VA claims, Medical transport",English,Yes,Tue-Thu 9:00-3:00,Central Nebraska
Nebraska,NE,VFW Post 3606 Bellevue,Local Post,1301 Fort Crook Road North,Bellevue,68005,(402) 291-3606,vfwpost3606@yahoo.com,https://vfwpost3606.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Offutt AFB area
Nebraska,NE,VVA Nebraska State Council,State HQ,PO Box 2055,Grand Island,68802,(308) 381-8387,vvanebraska@gmail.com,https://vvane.org,"Benefits, Agent Orange, PTSD",English,Yes,By appointment,Vietnam veterans services
Nebraska,NE,Nebraska Department of Veterans Affairs,State Agency,State Office Building 301 Centennial Mall South 5th Floor,Lincoln,68509,(402) 471-2458,veterans.affairs@nebraska.gov,https://veterans.nebraska.gov,"State benefits, Claims, Homes",English,Yes,Mon-Fri 8:00-5:00,State veterans department
Nevada,NV,VFW Department of Nevada,State HQ,1251 American Pacific Drive,Henderson,89074,(702) 433-8387,office@vfwnv.org,https://vfwnv.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Nevada,NV,American Legion Department of Nevada,State HQ,737 Veterans Memorial Drive,Las Vegas,89101,(702) 382-4411,info@nevadalegion.org,https://www.nevadalegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
Nevada,NV,DAV Nevada Department,State HQ,5460 Reno Corporate Drive Suite 131,Reno,89511,(775) 324-6677,davnevada@gmail.com,https://davnv.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Nevada,NV,AMVETS Nevada Department,State HQ,PO Box 401,Las Vegas,89125,(702) 647-2998,amvetsnv@gmail.com,https://amvetsnv.org,"Benefits, Employment, Transition","English, Spanish",No,Mon-Fri 9:00-5:00,Veteran support services
Nevada,NV,VFW Post 3396 Las Vegas,Local Post,6280 Boulder Highway,Las Vegas,89122,(702) 431-3396,vfwpost3396@gmail.com,https://vfwpost3396.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Las Vegas Valley
Nevada,NV,American Legion Post 8 Reno,Local Post,120 South Virginia Street,Reno,89501,(775) 786-0008,alpost8reno@gmail.com,https://renopost8.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Northern Nevada
Nevada,NV,DAV Las Vegas Chapter,Regional Office,2950 South Jones Boulevard,Las Vegas,89146,(702) 262-8387,davlasvegas@gmail.com,https://davlasvegas.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Southern Nevada
Nevada,NV,VFW Post 9935 Henderson,Local Post,31 West Basic Road,Henderson,89015,(702) 565-9935,vfwpost9935@yahoo.com,https://vfwpost9935.org,"Community service, Benefits","English, Spanish",No,Wed-Sun 12:00-8:00,Henderson area
Nevada,NV,VVA Nevada State Council,State HQ,PO Box 815,Henderson,89009,(702) 456-8387,vvanevada@gmail.com,https://vvanv.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Nevada,NV,Nevada Department of Veterans Services,State Agency,6830 South Eastern Avenue Suite 200,Las Vegas,89119,(702) 486-2440,ndvs@veterans.nv.gov,https://veterans.nv.gov,"State benefits, Claims, Cemetery","English, Spanish",Yes,Mon-Fri 8:00-5:00,State veterans department
NewHampshire,NH,VFW Department of New Hampshire,State HQ,16 Foundry Street,Concord,03301,(603) 228-8545,office@nhvfw.org,https://nhvfw.org,"Claims assistance, Benefits counseling, Employment services",English,No,Mon-Fri 8:00-4:30,State headquarters
NewHampshire,NH,American Legion Department of New Hampshire,State HQ,4 Liberty Street Extension,Concord,03301,(603) 224-7241,info@nhlegion.org,https://www.nhlegion.org,"VA claims, Employment, Community",English,Yes,By appointment,State service office
NewHampshire,NH,DAV New Hampshire Department,State HQ,275 Chestnut Street,Manchester,03103,(603) 668-8387,davnewhampshire@gmail.com,https://davnh.org,"VA claims, Benefits assistance",English,No,Mon-Fri 8:00-4:00,Free claims assistance
NewHampshire,NH,AMVETS New Hampshire Department,State HQ,PO Box 698,Portsmouth,03802,(603) 436-2998,amvetsnh@gmail.com,https://amvetsnh.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
NewHampshire,NH,VFW Post 168 Manchester,Local Post,24 Center Street,Manchester,03103,(603) 669-9168,vfwpost168@gmail.com,https://vfwpost168.org,"Local support, VA referrals",English,No,Mon-Sat 11:00-9:00,Queen City
NewHampshire,NH,American Legion Post 37 Concord,Local Post,35 Dover Road,Chichester,03258,(603) 798-5378,alpost37concord@gmail.com,https://concordpost37.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital area
NewHampshire,NH,DAV Nashua Chapter,Regional Office,20 South Main Street,Concord,03301,(603) 225-8387,davnashua@gmail.com,https://davnashua.org,"VA claims, Medical transport",English,Yes,Tue-Thu 9:00-3:00,Southern New Hampshire
NewHampshire,NH,VFW Post 1046 Portsmouth,Local Post,100 Penhallow Street,Portsmouth,03801,(603) 436-1046,vfwpost1046@yahoo.com,https://vfwpost1046.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Seacoast region
NewHampshire,NH,VVA New Hampshire State Council,State HQ,PO Box 1035,Concord,03302,(603) 225-8387,vvanewhampshire@gmail.com,https://vvanh.org,"Benefits, Agent Orange, PTSD",English,Yes,By appointment,Vietnam veterans services
NewHampshire,NH,New Hampshire Office of Veterans Services,State Agency,275 Chestnut Street,Manchester,03103,(603) 624-9230,info@nhveterans.state.nh.us,https://www.nh.gov/veteransservices,"State benefits, Claims, Cemetery",English,Yes,Mon-Fri 8:00-4:30,State veterans office
NewJersey,NJ,VFW Department of New Jersey,State HQ,2051 Hockenbury Road,Trenton,08691,(609) 882-4449,office@vfwnj.org,https://vfwnj.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
NewJersey,NJ,American Legion Department of New Jersey,State HQ,135 West Hanover Street,Trenton,08618,(609) 695-5418,info@njamericanlegion.org,https://www.njamericanlegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
NewJersey,NJ,DAV New Jersey Department,State HQ,5 Crossfield Avenue,West Trenton,08628,(609) 882-5941,davnewjersey@gmail.com,https://davnj.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
NewJersey,NJ,AMVETS New Jersey Department,State HQ,186 Bergen Boulevard,West Paterson,07424,(973) 942-2998,amvetsnj@gmail.com,https://amvetsnj.org,"Benefits, Employment, Transition","English, Spanish",No,Mon-Fri 9:00-5:00,Veteran support services
NewJersey,NJ,VFW Post 822 Newark,Local Post,420 Sandford Avenue,Newark,07106,(973) 372-0822,vfwpost822@gmail.com,https://vfwpost822.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Essex County
NewJersey,NJ,American Legion Post 61 Jersey City,Local Post,24 Erie Street,Jersey City,07302,(201) 435-2061,alpost61jc@gmail.com,https://jcpost61.org,"Community service, Benefits","English, Spanish",No,Mon-Fri 10:00-6:00,Hudson County
NewJersey,NJ,DAV Camden Chapter,Regional Office,300 Cooper Street Suite 900,Camden,08102,(856) 365-8387,davcamden@gmail.com,https://davcamden.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,South Jersey
NewJersey,NJ,VFW Post 4591 Atlantic City,Local Post,3012 Pacific Avenue,Atlantic City,08401,(609) 344-4591,vfwpost4591@yahoo.com,https://vfwpost4591.org,"Community service, Benefits","English, Spanish",No,Wed-Sun 12:00-8:00,Shore region
NewJersey,NJ,VVA New Jersey State Council,State HQ,PO Box 3393,Cherry Hill,08034,(856) 428-8387,vvanewjersey@gmail.com,https://vvanj.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
NewJersey,NJ,New Jersey Department of Military and Veterans Affairs,State Agency,PO Box 340,Trenton,08625,(609) 530-6854,veterans@njdmava.state.nj.us,https://www.nj.gov/military/veterans,"State benefits, Claims, Cemetery, Homes","English, Spanish",Yes,Mon-Fri 8:30-4:30,State veterans affairs
NewMexico,NM,VFW Department of New Mexico,State HQ,1904 Saratoga Boulevard NE,Albuquerque,87110,(505) 256-4315,office@vfwnm.org,https://vfwnm.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish, Native American",No,Mon-Fri 8:00-5:00,State headquarters
NewMexico,NM,American Legion Department of New Mexico,State HQ,1215 Mountain Road NE,Albuquerque,87102,(505) 247-9663,info@nmlegion.org,https://www.nmlegion.org,"VA claims, Employment, Community","English, Spanish, Native American",Yes,By appointment,State service office
NewMexico,NM,DAV New Mexico Department,State HQ,1600 Candelaria Road NE,Albuquerque,87107,(505) 346-8387,davnewmexico@gmail.com,https://davnm.org,"VA claims, Benefits assistance","English, Spanish, Native American",No,Mon-Fri 8:00-4:00,Free claims assistance
NewMexico,NM,AMVETS New Mexico Department,State HQ,PO Box 13283,Albuquerque,87192,(505) 299-2998,amvetsnm@gmail.com,https://amvetsnm.org,"Benefits, Employment, Transition","English, Spanish",No,Mon-Fri 9:00-5:00,Veteran support services
NewMexico,NM,VFW Post 401 Albuquerque,Local Post,2104 Central Avenue SE,Albuquerque,87106,(505) 243-0401,vfwpost401@gmail.com,https://vfwpost401.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Metro Albuquerque
NewMexico,NM,American Legion Post 13 Santa Fe,Local Post,29 Calle Medico,Santa Fe,87507,(505) 982-6713,alpost13sf@gmail.com,https://santafepost13.org,"Community service, Benefits","English, Spanish",No,Mon-Fri 10:00-6:00,State capital location
NewMexico,NM,DAV Las Cruces Chapter,Regional Office,1700 North Main Street Suite 1400,Las Cruces,88001,(575) 526-8387,davlascruces@gmail.com,https://davlascruces.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Southern New Mexico
NewMexico,NM,VFW Post 7686 Farmington,Local Post,2810 North Sullivan Avenue,Farmington,87401,(505) 325-7686,vfwpost7686@yahoo.com,https://vfwpost7686.org,"Community service, Benefits","English, Spanish, Native American",No,Wed-Sun 12:00-8:00,Four Corners region
NewMexico,NM,VVA New Mexico State Council,State HQ,PO Box 50515,Albuquerque,87181,(505) 268-8387,vvanewmexico@gmail.com,https://vvanm.org,"Benefits, Agent Orange, PTSD","English, Spanish, Native American",Yes,By appointment,Vietnam veterans services
NewMexico,NM,New Mexico Department of Veterans Services,State Agency,407 Galisteo Street Room 142,Santa Fe,87501,(505) 827-6300,info@nmdvs.org,https://www.nmdvs.org,"State benefits, Claims, Cemetery","English, Spanish, Native American",Yes,Mon-Fri 8:00-5:00,State veterans department
NewYork,NY,VFW Department of New York,State HQ,69 Sand Creek Road,Albany,12205,(518) 463-7427,office@vfwny.com,https://vfwny.com,"Claims assistance, Benefits counseling, Employment services","English, Spanish, Chinese",No,Mon-Fri 8:00-5:00,State headquarters
NewYork,NY,American Legion Department of New York,State HQ,112 State Street Suite 1300,Albany,12207,(212) 807-3066,info@nylegion.net,https://nylegion.net,"VA claims, Employment, Community","English, Spanish, Chinese",Yes,By appointment,State service office
NewYork,NY,DAV New York Department,State HQ,162 Atlantic Avenue,Lynbrook,11563,(516) 887-5301,davnewyork@gmail.com,https://www.davny.org,"VA claims, Benefits assistance","English, Spanish, Chinese, Korean",No,Mon-Fri 8:00-4:00,Free claims assistance
NewYork,NY,AMVETS New York Department,State HQ,PO Box 2535,Albany,12220,(518) 426-2998,amvetsny@gmail.com,https://nyamvets.org,"Benefits, Employment, Transition","English, Spanish",No,Mon-Fri 9:00-5:00,Veteran support services
NewYork,NY,VFW Post 103 New York City,Local Post,29-01 Broadway,Queens,11106,(718) 728-0103,vfwpost103@gmail.com,https://vfwpost103.org,"Local support, VA referrals","English, Spanish, Chinese",No,Mon-Fri 10:00-9:00,NYC area
NewYork,NY,American Legion Post 2 Buffalo,Local Post,625 Main Street,Buffalo,14203,(716) 856-0001,alpost2buffalo@gmail.com,https://buffalopost2.org,"Community service, Benefits","English, Spanish",No,Mon-Fri 10:00-6:00,Western New York
NewYork,NY,DAV Syracuse Chapter,Regional Office,700 East Water Street,Syracuse,13210,(315) 476-8387,davsyracuse@gmail.com,https://davsyracuse.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Central New York
NewYork,NY,VFW Post 1519 Rochester,Local Post,153 Liberty Pole Way,Rochester,14604,(585) 546-1519,vfwpost1519@yahoo.com,https://vfwpost1519.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Finger Lakes region
NewYork,NY,VVA New York State Council,State HQ,8 Queen Diana Lane,Queensbury,12804,(518) 338-8147,vvanewyork@gmail.com,https://www.nyvietnamvets.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
NewYork,NY,New York State Division of Veterans Affairs,State Agency,2 Empire State Plaza Suite 5001,Albany,12223,(518) 474-6114,veterans@veterans.ny.gov,https://veterans.ny.gov,"State benefits, Claims, Cemetery, Homes","English, Spanish, Chinese",Yes,Mon-Fri 8:30-4:30,State veterans division
NorthCarolina,NC,VFW Department of North Carolina,State HQ,401 North Edgeworth Street,Greensboro,27401,(336) 275-4868,office@ncvfw.org,https://ncvfw.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
NorthCarolina,NC,American Legion Department of North Carolina,State HQ,1313 Biggs Road,Cary,27511,(919) 832-7506,info@nclegion.org,https://www.nclegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
NorthCarolina,NC,DAV North Carolina Department,State HQ,521 East Millbrook Road,Raleigh,27609,(919) 828-8387,davnorthcarolina@gmail.com,https://davnc.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
NorthCarolina,NC,AMVETS North Carolina Department,State HQ,PO Box 37193,Raleigh,27627,(919) 662-2998,amvetsnc@gmail.com,https://amvetsnc.org,"Benefits, Employment, Transition","English, Spanish",No,Mon-Fri 9:00-5:00,Veteran support services
NorthCarolina,NC,VFW Post 2766 Charlotte,Local Post,2900 Oak Lake Boulevard,Charlotte,28208,(704) 394-2766,vfwpost2766@gmail.com,https://vfwpost2766.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Metro Charlotte
NorthCarolina,NC,American Legion Post 6 Raleigh,Local Post,1412 Hillsborough Street,Raleigh,27605,(919) 832-4451,alpost6raleigh@gmail.com,https://raleighpost6.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital location
NorthCarolina,NC,DAV Wilmington Chapter,Regional Office,2801 South 17th Street,Wilmington,28401,(910) 343-8387,davwilmington@gmail.com,https://davwilmington.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Coastal North Carolina
NorthCarolina,NC,VFW Post 1230 Fayetteville,Local Post,829 Arsenal Avenue,Fayetteville,28305,(910) 483-1230,vfwpost1230@yahoo.com,https://vfwpost1230.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Fort Liberty area
NorthCarolina,NC,VVA North Carolina State Council,State HQ,PO Box 90386,Durham,27708,(919) 489-8387,vvanorthcarolina@gmail.com,https://vvanc.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
NorthCarolina,NC,North Carolina Division of Veterans Affairs,State Agency,1315 Mail Service Center,Raleigh,27699,(919) 733-3851,ncveterans@milvets.nc.gov,https://www.milvets.nc.gov,"State benefits, Claims, Cemetery","English, Spanish",Yes,Mon-Fri 8:00-5:00,State veterans division
NorthDakota,ND,VFW Department of North Dakota,State HQ,126 North 3rd Street,Bismarck,58501,(701) 222-8545,office@vfwnd.org,https://vfwnd.org,"Claims assistance, Benefits counseling, Employment services","English, Native American",No,Mon-Fri 8:00-4:30,State headquarters
NorthDakota,ND,American Legion Department of North Dakota,State HQ,405 West Main Avenue Suite 206,West Fargo,58078,(701) 293-3120,info@ndlegion.org,https://www.ndlegion.org,"VA claims, Employment, Community","English, Native American",Yes,By appointment,State service office
NorthDakota,ND,DAV North Dakota Department,State HQ,3310 Fiechtner Drive Suite E,Fargo,58103,(701) 232-8387,davnorthdakota@gmail.com,https://davnd.org,"VA claims, Benefits assistance","English, Native American",No,Mon-Fri 8:00-4:00,Free claims assistance
NorthDakota,ND,AMVETS North Dakota Department,State HQ,PO Box 2583,Bismarck,58502,(701) 223-2998,amvetsnd@gmail.com,https://amvetsnd.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
NorthDakota,ND,VFW Post 753 Fargo,Local Post,301 Broadway North,Fargo,58102,(701) 232-0753,vfwpost753@gmail.com,https://vfwpost753.org,"Local support, VA referrals",English,No,Mon-Sat 11:00-9:00,Eastern North Dakota
NorthDakota,ND,American Legion Post 1 Bismarck,Local Post,619 North 5th Street,Bismarck,58501,(701) 223-6310,alpost1bismarck@gmail.com,https://bismarckpost1.org,"Community service, Benefits","English, Native American",No,Mon-Fri 10:00-6:00,State capital location
NorthDakota,ND,DAV Grand Forks Chapter,Regional Office,2101 South 20th Street,Grand Forks,58201,(701) 772-8387,davgrandforks@gmail.com,https://davgrandforks.org,"VA claims, Medical transport","English, Native American",Yes,Tue-Thu 9:00-3:00,Northeast North Dakota
NorthDakota,ND,VFW Post 2590 Minot,Local Post,1217 2nd Street SE,Minot,58701,(701) 852-2590,vfwpost2590@yahoo.com,https://vfwpost2590.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Minot AFB area
NorthDakota,ND,VVA North Dakota State Council,State HQ,PO Box 2583,Bismarck,58502,(701) 223-8387,vvanorthdakota@gmail.com,https://vvand.org,"Benefits, Agent Orange, PTSD","English, Native American",Yes,By appointment,Vietnam veterans services
NorthDakota,ND,North Dakota Department of Veterans Affairs,State Agency,PO Box 9003,Fargo,58106,(701) 239-7165,ndva@nd.gov,https://www.nd.gov/veterans,"State benefits, Claims, Homes","English, Native American",Yes,Mon-Fri 8:00-5:00,State veterans department
Ohio,OH,VFW Department of Ohio,State HQ,35 East Chestnut Street Suite 506,Columbus,43215,(614) 224-1838,office@vfwoh.org,https://vfwoh.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Ohio,OH,American Legion Department of Ohio,State HQ,60 Big Run Road,Delaware,43015,(740) 362-7478,info@ohiolegion.com,https://www.ohiolegion.com,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
